datestart,ADBE,ADP,ADSK,AKAM,ALTR,ALXN,AMAT,AMGN,AMZN,APOL,ATVI,BBBY,BIDU,BIIB,BMC,BRCM,CA,CELG,CERN,CHKP,CHRW,CMCSA,COST,CSCO,CTRP,CTSH,CTXS,DELL,DLTR,DTV,EA,EBAY,ESRX,EXPE,FAST,FFIV,FISV,FLEX,FLIR,FSLR,GILD,GMCR,GRMN,HSIC,ILMN,INFY,INTU,ISRG,JOY,KLAC,LIFE,LINTA,LLTC,LRCX,MAT,MCHP,MRVL,MU,MXIM,MYL,NFLX,NIHD,NTAP,NVDA,NWSA,ORCL,PAYX,PCAR,PCLN,QCOM,ROST,SBUX,SHLD,SIAL,SIRI,SNDK,SPLS,SRCL,STX,SYMC,TEVA,URBN,VMED,VOD,VRSN,VRTX,WCRX,WFM,WYNN,XLNX,XRAY,YHOO
23-Aug-13,4116,2,489,1322,1953,17,13,85,110741,4,867,1,1637,9,2,512,2,23,286,2,3,2630,2651,2763,0,97,368,18894,411,1923,334,22171,10,1125,19,8,40,14,0,71,11,26,1260,14,195,116,419,2,11,3,12,2,0,1,443,1,30,2,4,69,23031,5,287,12937,121,2663,24,14,97,1539,37,51466,125,2,21,627,3321,7,9,356,4,2450,0,3154,34,6,0,1442,21,10,2,53199
26-Aug-13,7409,2,584,130,1913,17,5,2077,116980,37,372,3,909,7,35,368,0,20,319,1,9,2613,2351,3549,0,75,591,21662,327,2950,237,23443,21,586,11,3,11,10,1,739,9,29,1490,23,220,146,454,3,10,0,61,2,0,2,537,3,8,2,2,39,27461,16,337,8281,328,3664,59,12,114,788,12,58332,68,3,15,623,4097,5,18,177,0,1488,0,2976,16,2,0,1398,9,19,3,55279
27-Aug-13,7919,5,844,198,1741,6,1,339,99227,14,288,4,272,8,7,776,1,17,385,3,5,2349,2403,3361,2,73,558,22264,446,1839,334,23109,30,733,45,8,68,17,8,160,18,25,1651,7,316,90,629,11,27,2,32,2,3,11,587,1,16,9,2,69,25263,12,318,6769,224,3475,20,8,91,246,26,66081,42,6,77,578,5127,4,6,320,1,1358,0,3840,54,7,3,2312,21,26,3,44101
28-Aug-13,5787,6,1464,121,2398,6,12,141,102625,29,971,2,830,29,13,1117,3,38,362,0,2,2598,2538,2991,0,112,347,24945,362,3682,309,22902,13,1633,27,7,27,40,1,122,13,42,1897,12,488,389,736,9,154,3,17,4,3,12,439,2,4,5,0,101,24845,5,358,13652,172,3903,13,20,97,450,26,63492,32,8,36,627,3273,11,4,230,7,1319,0,3503,34,17,8,1557,12,29,9,47458
29-Aug-13,6522,17,759,82,1806,6,3,90,108327,9,369,2,415,20,5,1033,2,6,288,0,3,2346,2613,3264,1,132,412,25755,421,2117,228,24375,11,431,29,7,16,44,14,136,3,42,1987,36,250,166,561,4,51,6,18,15,5,5,571,20,6,5,0,46,24620,5,303,16521,576,3036,16,19,63,965,15,64408,29,5,53,669,2771,10,0,184,4,1188,0,11510,41,7,40,1832,4,37,8,50535
30-Aug-13,6299,1,813,53,2162,7,13,224,95973,7,325,0,334,5,5,819,2,23,255,0,4,2709,3142,2885,3,123,382,21811,389,2594,243,21832,19,429,16,5,10,17,18,77,3,40,1578,9,268,64,472,7,34,5,22,8,5,8,505,2,4,3,8,42,21909,11,193,13704,92,2917,23,22,88,873,22,61340,84,1,30,525,2808,18,0,191,54,1435,0,4518,17,5,2,1272,5,29,10,42565
3-Sep-13,5173,3,475,112,1961,5,5,231,122946,4,281,0,261,14,1,275,13,34,291,3,4,2534,2403,2600,1,145,459,20262,299,1742,167,25253,16,526,21,7,32,44,9,117,3,123,1280,12,354,87,383,7,10,0,39,1,1,0,494,0,3,16,24,229,27358,9,210,6593,422,3679,28,26,59,329,11,70421,32,7,35,407,3606,5,2,167,5,1391,0,10609,11,4,2,1499,4,18,8,41269
4-Sep-13,8199,1,459,100,1870,18,9,103,107809,7,244,2,607,67,6,1055,0,10,393,2,2,3216,2114,2645,1,127,363,22431,345,1597,177,22916,17,1118,23,3,21,26,3,44,12,96,1499,23,308,78,774,3,8,7,26,2,4,9,630,22,2,32,38,112,18585,4,338,11826,425,4063,28,12,53,5969,28,60617,24,2,37,442,2357,8,5,296,2,1015,0,4637,78,4,9,3239,17,19,4,42393
5-Sep-13,7782,5,543,79,2106,5,21,85,100868,6,1487,0,367,13,25,1195,5,41,430,0,2,2709,2713,2791,0,119,450,25730,427,2585,240,23635,63,436,91,5,164,62,7,75,9,101,1699,16,211,93,744,6,9,3,18,10,2,4,652,2,21,16,8,130,25765,16,272,32229,208,3393,25,23,61,3480,24,62614,39,3,31,548,2404,22,1,215,1,1236,0,4489,20,3,4,1697,20,44,7,78611
6-Sep-13,8572,4,387,99,2047,10,13,76,99699,10,675,0,304,12,80,964,8,216,335,0,0,2480,2368,3003,4,107,351,26317,304,2177,375,25084,14,450,55,10,51,24,3,150,66,62,2047,6,243,188,378,4,7,1,16,3,0,2,460,5,10,21,17,84,22520,6,233,16423,81,3584,45,13,67,1736,34,62029,70,4,25,556,7903,7,6,259,0,1337,0,6111,119,0,2,1752,7,35,1,53546
9-Sep-13,8369,2,1005,523,2215,10,14,61,106928,4,476,1,580,146,21,1054,11,57,341,4,1,2347,2099,2656,1,109,509,31118,411,2194,222,24310,47,412,24,4,58,30,5,169,21,67,1733,7,249,63,490,8,5,0,16,2,3,0,523,1,5,9,20,69,26332,8,239,16497,128,3299,30,23,59,2055,7,58857,44,3,28,578,3561,4,19,231,3,1002,0,4600,32,2,4,1465,6,54,6,55467
10-Sep-13,7505,1,1071,166,2009,12,13,43,111842,6,832,0,286,93,105,1234,7,17,283,2,1,2363,1843,5697,0,128,429,29758,397,2310,251,25572,31,486,25,4,80,74,2,120,27,78,1528,4,239,51,618,19,17,0,27,1,0,2,542,13,10,11,1,62,24407,2,302,21614,52,5562,54,40,88,1253,20,59404,53,1,27,756,2624,22,27,370,1,992,0,4344,27,10,29,1688,6,59,9,46865
11-Sep-13,7626,1,618,240,2138,36,37,58,105151,9,460,1,286,24,0,1563,7,4,799,1,4,2826,2042,3512,0,89,437,31821,326,1930,371,24089,26,1617,30,27,95,75,6,153,14,40,1967,14,539,190,449,18,10,4,14,8,7,1,643,3,8,9,7,60,30542,7,229,33222,680,4233,24,26,108,810,5,55259,61,0,41,608,2023,32,11,238,2,984,0,4561,14,12,8,1768,13,51,7,45795
12-Sep-13,9409,0,826,95,1722,24,11,35,111654,4,666,0,205,12,0,1419,7,32,813,0,1,2332,2397,3464,14,107,484,44544,439,2685,182,24177,26,496,13,8,61,45,4,72,20,49,2297,7,458,160,517,9,7,0,15,2,7,3,539,2,3,4,1,80,25558,2,334,28088,103,5688,28,12,99,786,7,60025,113,0,58,846,2587,13,17,467,3,851,0,13135,18,5,5,1979,6,43,4,49121
13-Sep-13,11671,1,1130,77,1472,32,24,44,109329,5,518,0,319,5,0,1042,4,17,430,0,1,2722,2595,3014,21,133,382,25102,308,2238,144,24920,12,385,30,4,19,24,0,67,3,40,2172,8,440,90,388,6,8,7,25,1,7,3,533,6,3,4,9,55,23196,1,252,5178,72,3480,15,10,90,329,27,65437,85,1,40,942,1979,11,6,406,3,836,0,6138,51,14,0,1610,2,30,8,40812
16-Sep-13,8090,3,546,142,1565,23,8,36,113167,9,270,0,1208,6,0,1494,5,47,382,3,0,2277,2852,3459,4,98,447,26975,275,2421,216,24064,8,629,24,6,17,21,4,57,11,106,3198,6,427,72,395,19,12,0,21,22,8,2,457,5,6,10,6,57,34799,10,183,39322,65,3422,46,7,146,1003,9,60808,31,2,34,1161,2132,7,5,195,16,1656,0,5369,21,1,10,1439,6,28,8,36470
17-Sep-13,11873,8,569,79,2210,7,6,51,126398,5,503,17,486,24,0,816,0,25,274,0,5,2452,2838,3186,3,107,535,25958,392,9837,1241,23970,37,705,30,98,31,37,0,99,9,36,2307,27,279,262,642,2,4,15,28,16,7,5,483,8,3,9,25,60,32494,11,385,14882,84,4457,26,9,78,517,10,64510,39,7,35,849,1799,12,11,1248,7,1291,0,3692,23,12,4,3882,10,41,11,37978
18-Sep-13,13443,3,700,418,1757,6,14,90,121113,8,286,0,303,13,0,725,1,30,269,3,2,2442,3279,3087,3,146,851,26076,458,4031,695,31412,40,1795,23,54,28,25,0,84,5,113,2243,28,445,150,597,5,22,1,31,3,2,3,505,7,3,4,4,46,23324,1,287,21020,54,5505,16,25,370,2425,13,99688,21,2,41,680,2029,3,16,580,6,1016,0,3798,39,1,1,5455,1,22,6,41838
